Name,Review,Stars,Translated Review,Language,Sentiment
Marek Jankowski,Try finding another restaurant in the Hoan Kiem area still open after 11 p.m. Usually very crowded.,5,Hãy thử tìm một nhà hàng khác ở khu vực Hoàn Kiếm vẫn mở cửa sau 11 giờ đêm. Thường rất đông đúc.,en,Positive
Vũ Thị Hồng Ngọc,"Đắt, vị phù hợp với người nước ngoài hơn là người Việt",2,"Đắt, vị phù hợp với người nước ngoài hơn là người Việt",vi,Negative
Nguyễn Đại Xuân,Good food in ho guom,5,Đồ ăn ngon ở Hồ Gươm,en,Positive
Glady Rose G,"Chicken is sometimes good. However, the staff need improvement on their customer service skills.",4,"Thịt gà đôi khi cũng ngon. Tuy nhiên, các nhân viên cần cải thiện kỹ năng dịch vụ khách hàng của họ.",en,Positive
Huy Nguyễn Phương,chán,1,chán,vi,Negative
Kevin Lee,굿. 의사소통.편리함.,4,trừ tà. Giao tiếp. Thuận tiện.,ko,Positive
ANH LONG NGUỸEN,"Tọa lạc nơi rất đông vui, thuận tiện, phong cách Châu Âu",4,"Tọa lạc nơi rất đông vui, thuận tiện, phong cách Châu Âu",vi,Positive
Hà Nguyễn Hoàng,So good!!!,5,Tốt quá!!!,en,Positive
massimo giordani,Uguale in tutto il mondo!,2,Trên toàn thế giới đều giống nhau!,it,Negative
thiệu nguyễn,Too crowed,3,Quá đông đúc,en,Neutral
Tuân Phú,Noi vui chơi đẹp,3,Noi vui chơi đẹp,vi,Neutral
Jason Chen,去還劍湖可到此休息上洗手間,4,"Khi đến Hồ Hoàn Kiếm, bạn có thể nghỉ ngơi tại đây và sử dụng nhà vệ sinh.",zh-CN,Positive
ᄋᄋ,하노이에 맥도날드가 있어서 다행... 더블치즈버거를 먹을 수 있어서 행복! 항상 붐비지만 기다릴만함ㅋㅋ 저번렌 사람많을시간에 갔었는데 그 시간에 치즈가 떨어져서 치즈없는 더블치즈버거를 먹었습니다..,4,"Tôi rất vui vì có một cửa hàng McDonald's ở Hà Nội... Tôi rất vui vì tôi có thể ăn được một chiếc burger phô mai đôi! Lúc nào cũng đông nhưng đáng để chờ đợi. Lần trước tôi đến đó khi có rất nhiều người, nhưng lúc đó họ hết phô mai nên tôi ăn một chiếc burger đôi phô mai không có phô mai.",ko,Positive
한석주,2층이 한적하니 좋아요.,3,Tôi thích tầng hai vì nó yên tĩnh.,ko,Neutral
꿀벌하노이,하노이 유일한 ㅠㅠ,5,Duy nhất ở Hà Nội ㅠㅠ,ko,Positive
Quyet Phung,Cũng được,3,Cũng được,vi,Neutral
Viet Rainie,I Like McDonald,5,Tôi thích McDonald,en,Positive
Hải Anh Nguyễn Thị,"Đồ ăn ổn, tuy nhiên quán đông, chờ đợi rất lâu",3,"Đồ ăn ổn, tuy nhiên quán đông, chờ đợi rất lâu",vi,Neutral
Lâm Tùng,Ngon,5,Ngon,vi,Positive
Nhung Đặng Thị Hồng,Chất lượng đồ ăn tốt,5,Chất lượng đồ ăn tốt,vi,Positive
VƯỜN LAN NHỎ,Vị trí đẹp nhưng đẹp nhất vào cuối tuần khi xe bị cấm thì rất đẹp,5,Vị trí đẹp nhưng đẹp nhất vào cuối tuần khi xe bị cấm thì rất đẹp,vi,Positive
Hòa Nguyễn Xuân,"Đông, phục vụ hơi chậm",4,"Đông, phục vụ hơi chậm",vi,Positive
Mr Lars,"Great burger but noisy inside, consider takeaway to enjoy in silence!",5,"Bánh mì kẹp thịt tuyệt vời nhưng bên trong ồn ào, hãy cân nhắc mang đi để thưởng thức trong im lặng!",en,Positive
Tuấn 's,Sốt chấm best vcl,5,Sốt chấm best vcl,vi,Positive
Thanh Phạm Bá,Đắt,4,Đắt,vi,Positive
Franck Olivier,Pas du tout organisé personnel perdu aux heures de rush temps d'attentes hors standart MCDO,2,"Không tổ chức tốt, mất nhân viên trong giờ cao điểm, thời gian chờ không chuẩn MCDO",fr,Negative
Gilles,Best mc donald's in south east Asia. Warm burgers & fries and adequate taste. Highly recommended,5,Mc Donald's ngon nhất ở Đông Nam Á. Bánh mì kẹp thịt & khoai tây chiên ấm áp và hương vị đầy đủ. Rất khuyến khích,en,Positive
Dirk Friedrich,Von der ersten Etage hat man einen coolen Blick auf die sehr belebte Kreuzung. Fotgrafen aufgepasst - unbedingt Langzeitbelichtungen bei Dunkelheit machen.,5,Từ tầng 1 bạn có view thoáng mát về ngã tư rất sầm uất. Các nhiếp ảnh gia hãy cẩn thận - hãy nhớ chụp phơi sáng lâu trong bóng tối.,de,Positive
Ray Trinh,"I like their McNugget and they have the special menu for rice + fried chicken, with more sauce choices

But fast food has never been something I fancy in Hanoi since there are so much better+ healthier options around if you check out the Quarter Streets.

But you wanna grab a bite here, I do recommend to check out Lotteria, another South Korean brand with amazing chicken.",3,"Tôi thích McNugget của họ và họ có thực đơn đặc biệt cho cơm + gà rán, với nhiều lựa chọn nước sốt hơn

Nhưng đồ ăn nhanh chưa bao giờ là thứ tôi ưa thích ở Hà Nội vì có rất nhiều lựa chọn tốt hơn + lành mạnh hơn xung quanh nếu bạn ghé thăm Phố Phố.

Nhưng nếu bạn muốn thưởng thức một miếng ở đây, tôi khuyên bạn nên thử Lotteria, một thương hiệu Hàn Quốc khác với món gà tuyệt vời.",en,Neutral
Huong V,Pas du tout même goût que en France ni Angleterre ou autre pays,1,"Hương vị hoàn toàn không giống như ở Pháp, Anh hay nước khác",fr,Negative
Alexandra Leon (Leon_leon),McDonald’s is mcdonalds. This one is pretty busy tho,4,McDonald's là mcdonalds. Tuy nhiên dạo này khá bận,en,Positive
Văn Dư Lê,Cũng ăn đc,5,Cũng ăn đc,vi,Positive
Quy Hoach Va Phat Trien Mang Phong Vo Tuyen,Kém,2,Kém,vi,Negative
Quang Nguyen Huy,Quá đông,2,Quá đông,vi,Negative
Thanh Bui Duc,Very good,5,Rất tốt,en,Positive
ELSAEID HISSAIN,The food is great for the first time where the Berger has clean fish and cashews. The team remains very pleasant,5,Lần đầu tiên Berger có món cá sạch và hạt điều. Đội vẫn rất vui vẻ,en,Positive
Marc Coco,"Service lent,bruyant et sale",1,"Dịch vụ chậm, ồn ào và bẩn thỉu",fr,Negative
Trang Nguyen Thi Minh,"Đồ ăn ngon, phục vụ nhanh. Mở cửa 24/24",5,"Đồ ăn ngon, phục vụ nhanh. Mở cửa 24/24",vi,Positive
Bảo Ngân Đào Ngô,"Ngon nhưng quá đông => không quản lý được Khách hàng, không có thời gian vệ sinh bàn",4,"Ngon nhưng quá đông => không quản lý được Khách hàng, không có thời gian vệ sinh bàn",vi,Positive
Lượng Điệu,Đffffdf,2,Đffffdf,en,Negative
Quang Trung Phạm,Comme d'habitude,5,Như thường lệ,fr,Positive
Hong Phamnhu,Beautiful place and delicious food and drink,4,Địa điểm đẹp và đồ ăn thức uống ngon,en,Positive
Trần Tường,"Ưu điểm là mở cửa 24/24, bán xuyên lễ tết; đồ ăn chuẩn bị rất nhanh. Humburger ở đây khá ngon nhưng tầm giờ buổi sáng chỉ bán bánh Muffin, bánh này khô và không ngon lắm.",4,"Ưu điểm là mở cửa 24/24, bán xuyên lễ tết; đồ ăn chuẩn bị rất nhanh. Humburger ở đây khá ngon nhưng tầm giờ buổi sáng chỉ bán bánh Muffin, bánh này khô và không ngon lắm.",vi,Positive
Nhật Trường Nguyễn,"View đẹp,địa điểm trung tâm của Hà Nôi",5,"View đẹp,địa điểm trung tâm của Hà Nôi",vi,Positive
TWG,하노이에 유일한 맥도날드.,3,McDonald's duy nhất ở Hà Nội.,ko,Neutral
Michael B,Good food but messy,4,Thức ăn ngon nhưng lộn xộn,en,Positive
Mould VINHTHANH,"Vị trí đẹp, trang trí ấn tượng, khách rất đông, thích nhất là tết vẫn mở cửa. Đồ ăn uống giá cả khá hợp lý mặc dù lựa chọn không nhiều",4,"Vị trí đẹp, trang trí ấn tượng, khách rất đông, thích nhất là tết vẫn mở cửa. Đồ ăn uống giá cả khá hợp lý mặc dù lựa chọn không nhiều",vi,Positive
강성권,서양인들이 많다. 주문받는 직원이 갑자기 한국어로 안녕하세요 감사합니다 해서 당황,5,Có rất nhiều người phương Tây. Tôi xấu hổ khi nhân viên nhận đơn hàng của tôi đột nhiên nói xin chào và cảm ơn bằng tiếng Hàn.,ko,Positive
Ahmed Awad,Seems like the one and only in Hanoi! Totally worth having a good ol Big Mac or double cheeseburger,4,Có vẻ như là duy nhất ở Hà Nội! Hoàn toàn xứng đáng để có một chiếc Big Mac ngon tuyệt hoặc một chiếc bánh mì kẹp phô mai đôi,en,Positive
Dao ttuan,Khách đông chờ xếp ha hàng lấy đồ,3,Khách đông chờ xếp ha hàng lấy đồ,vi,Neutral
yi jay,맛있고 저렴하다.,5,Ngon và rẻ.,ko,Positive
Ngân music,Đẹp,5,Đẹp,vi,Positive
Bùi Hoà,Khá lạ miệng nhưng hơi ngán nếu ăn liên tục,4,Khá lạ miệng nhưng hơi ngán nếu ăn liên tục,vi,Positive
Cassandra Knorr,"Bestellungen wurden vergessen, erst nach mehrmaligem Nachfragen Essen bekommen. Extra Zutaten bestellt und bezahlt, aber nicht bekommen. Essen kalt. Halbe stunde vor Ladenschluss von Putzfrauen fast rausgewischt worden. Nicht zu empfehlen.",1,Đơn đặt hàng đã bị lãng quên và thức ăn chỉ được đưa ra sau nhiều lần yêu cầu. Đặt hàng và thanh toán cho các thành phần bổ sung nhưng không nhận được. Thức ăn nguội. Hầu như bị xóa sổ bởi các quý cô dọn dẹp nửa giờ trước giờ đóng cửa. Không khuyến khích.,de,Negative
Nhân Võ,Please download Mc Donald app. Last time I was given 2 fried chickens for using the code in that app...,5,Vui lòng tải xuống ứng dụng Mc Donald. Lần trước tôi được tặng 2 con gà rán vì sử dụng mã trong ứng dụng đó...,en,Positive
Cindy Carey,employees are really nice and explain items well,5,nhân viên thực sự tốt và giải thích các mặt hàng tốt,en,Positive
Quang Lợi Võ,"Đồ ăn ngon,chỗ ngồi sạch sẽ,thoải mái",5,"Đồ ăn ngon,chỗ ngồi sạch sẽ,thoải mái",vi,Positive
Maximiliano Montovani,Buen lugar. Más económico que su competencia.,3,Nơi tốt. Kinh tế hơn so với đối thủ cạnh tranh của nó.,es,Neutral
Phương Anh Nguyễn,"Đừng ăn gà ở McDonald's, mở hộp ra tụt cx khỏi nói luôn!!!",5,"Đừng ăn gà ở McDonald's, mở hộp ra tụt cx khỏi nói luôn!!!",vi,Positive
Jacques Nel,As good as any mcdonalds :D,4,Ngon như bất kỳ mcdonald nào: D,en,Positive
Sergio Zona,"It is the only McDonald's you can find around Hanoi and also in northern Vietnam. The place is not so big, but it is situated in the most attractive and crowded touristic area of Hanoi, especially in weekends: Hoan Kiem lake. Perfect if you're tired of Vietnamese traditional food or if you want to have a fast and tasty meal to be able to visit the nearby area...",5,"Đây là cửa hàng McDonald's duy nhất bạn có thể tìm thấy quanh Hà Nội và cả miền Bắc Việt Nam. Nơi đây không quá lớn nhưng lại nằm trong khu du lịch hấp dẫn và đông đúc nhất Hà Nội, đặc biệt là vào cuối tuần: hồ Hoàn Kiếm. Hoàn hảo nếu bạn đã chán các món ăn truyền thống của Việt Nam hoặc nếu bạn muốn có một bữa ăn nhanh và ngon để có thể ghé thăm khu vực gần đó...",en,Positive
Perfect Luis,🍔🍔🍔🍔🍔,4,🍔🍔🍔🍔🍔,vi,Positive
Torao,Qua te,1,Qua te,vi,Negative
HUONG NGUYEN,Chỉ nói 1 từ tuyệt,5,Chỉ nói 1 từ tuyệt,vi,Positive
Rachael Toohey,"This tastes EXACTLY like back home in Australia, so very good. Staff are freindly and speak English very well, can get a little busy depending on what day you go and what time it is, but the staff are very efficient and move the line along very quickly, even in the busy period i have never had them make a mistake with my order which is very refreshing.",5,"Món này có vị CHÍNH XÁC giống như ở quê nhà ở Úc, rất ngon. Nhân viên rất tự do và nói tiếng Anh rất tốt, có thể hơi bận rộn tùy thuộc vào ngày bạn đi và mấy giờ, nhưng nhân viên rất hiệu quả và di chuyển rất nhanh, ngay cả trong thời gian bận rộn mà tôi chưa bao giờ có họ mắc lỗi với đơn đặt hàng của tôi, điều này rất mới mẻ.",en,Positive
Hoàng Ngọc Trâm,Gần hồ. Khách đông. Chờ lâu,4,Gần hồ. Khách đông. Chờ lâu,vi,Positive
bé nhỏ Ớt,Đẹp nhắm,5,Đẹp nhắm,vi,Positive
Eunseok,현금으로만 결제가능하다 되있는데 카드결제 되요 매장에서 냄새많이나는거 빼곤 괜찮음,5,"Nó ghi là bạn chỉ có thể thanh toán bằng tiền mặt, nhưng bạn có thể thanh toán bằng thẻ tín dụng, ngoài mùi trong cửa hàng thì không sao.",ko,Positive
Lam Giang,Khá,5,Khá,vi,Positive
Hằng Nga Nguyễn Thị,Ví trí đẹp. Không gian ấm cúng. Đồ ăn khá.,5,Ví trí đẹp. Không gian ấm cúng. Đồ ăn khá.,vi,Positive
Mr하이,진리의 맥도날드,5,McDonald's của sự thật,ko,Positive
Aamir Sheikh,Superb,4,Tuyệt vời,en,Positive
보라보라,간단한 간식사기좋아요,3,Tôi thích mua đồ ăn nhẹ đơn giản,ko,Neutral
Nd. Nguyen,Ok,5,Được rồi,en,Positive
garry borromeo,For people who just got off the plane or bus and not yet keen on trying the local menu..,4,Dành cho những người vừa xuống máy bay hoặc xe buýt và chưa muốn thử thực đơn địa phương..,en,Positive
Huong Nguyen,Over-crowded,4,Quá đông đúc,en,Positive
tk kt (kojiro),"ハノイで唯一のマックらしいです。
旅のと中で安定の味に出会えました☆",4,"Có vẻ như đây là chiếc Mac duy nhất ở Hà Nội.
Tôi đã tìm thấy hương vị của sự ổn định trong chuyến du lịch của mình☆",ja,Positive
Sam Gillson,Food is the same as everywhere else. Bit small though.,4,Thức ăn cũng giống như mọi nơi khác. Tuy nhiên hơi nhỏ.,en,Positive
Eiliyah Bibi,Took too long only orderd fries other came after me were served before me.,2,Mất quá nhiều thời gian chỉ gọi món khoai tây chiên khác đến sau khi tôi được phục vụ trước tôi.,en,Negative
Phạm Văn Trường,Ngay ngã tu đối diện tràng tiền plaza,4,Ngay ngã tu đối diện tràng tiền plaza,vi,Positive
steve hawkins,McDonald's is pretty much the same everywhere. Reasonably standard all over I believe. Service is good. Some menu items differ slightly. More sauce choices. Small area though so can get crowded,3,McDonald's khá giống nhau ở mọi nơi. Tôi tin là tiêu chuẩn hợp lý. Dịch vụ tốt. Một số mục menu hơi khác một chút. Nhiều lựa chọn nước sốt hơn. Tuy nhiên diện tích nhỏ nên có thể đông đúc,en,Neutral
Tour Qui Nhơn Phú Yên,Tào phớ,4,Tào phớ,vi,Positive
Kevin Costello,"It's a maccas, fish fillet seemed tiny... Fries were cold.",2,"Đó là một chiếc maccas, phi lê cá có vẻ nhỏ xíu... Khoai tây chiên lạnh.",en,Negative
Marcel Philippo,"Als dit de McDonalds is, waarvan Hanoi het moet hebben,  dan  is dat een veels te klein Filiaal.  En  deze  vestiging zit op een zondagmiddag bomvol
De kwaliteit is matig tot slecht te noemen.",2,"Nếu đây là McDonalds mà Hà Nội hướng đến thì đó là một chi nhánh quá nhỏ. Và chi nhánh này chật cứng vào một chiều chủ nhật
Chất lượng ở mức trung bình đến kém.",nl,Negative
Ahmed El Mogy,Interesting local options. Sauces on Tap!,4,Tùy chọn địa phương thú vị. Nước sốt trên Tap!,en,Positive
JI SEOP SHIN,외국 나와 입맞 맞는 음식 없으면 역시 맥도날드죠.,5,Nếu không có món ăn nước ngoài nào phù hợp với tôi thì đó là McDonald's.,ko,Positive
이유찬,"단 베트남 음식점에 비하여 한국인 입맛에 맞지만
기름기가 좀 있단점이 아쉽단것이다.",3,"Tuy nhiên, so với các nhà hàng Việt Nam thì nó phù hợp với khẩu vị của người Hàn Quốc.
Thật xấu hổ vì nó hơi béo.",ko,Neutral
